"","Control Number","Course Number","Section","Day-Hour","Room","Course Title","Unit Credit","Instructor","Exam Group","Restrictions","Department"
"187","02492","3AC","120 DIS","W 4-5P","76 BARROWS","Introduction to Social/Cultural Anthropology (Ameri...","","","","CURRENTLY FULL","ANTHROPOLOGY"
"188","02495","3AC","121 DIS","Th 9-10A","76 BARROWS","Introduction to Social/Cultural Anthropology (Ameri...","","","","CURRENTLY FULL","ANTHROPOLOGY"
"189","02498","3AC","122 DIS","Th 10-11A","76 BARROWS","Introduction to Social/Cultural Anthropology (Ameri...","","","","CURRENTLY FULL","ANTHROPOLOGY"
"190","02501","3AC","123 DIS","Th 11-12P","76 BARROWS","Introduction to Social/Cultural Anthropology (Ameri...","","","","CURRENTLY FULL","ANTHROPOLOGY"
"191","02504","3AC","124 DIS","Th 12-1P","76 BARROWS","Introduction to Social/Cultural Anthropology (Ameri...","","","","CURRENTLY FULL","ANTHROPOLOGY"
"192","02507","3AC","125 DIS","Th 1-2P","76 BARROWS","Introduction to Social/Cultural Anthropology (Ameri...","","","","CURRENTLY FULL","ANTHROPOLOGY"
"193","02510","3AC","126 DIS","Th 4-5P","76 BARROWS","Introduction to Social/Cultural Anthropology (Ameri...","","","","CURRENTLY FULL","ANTHROPOLOGY"
"194","02513","3AC","127 DIS","F 9-10A","76 BARROWS","Introduction to Social/Cultural Anthropology (Ameri...","","","","CURRENTLY FULL","ANTHROPOLOGY"
"195","02516","3AC","128 DIS","F 10-11A","76 BARROWS","Introduction to Social/Cultural Anthropology (Ameri...","","","","","ANTHROPOLOGY"
"196","02519","3AC","129 DIS","F 11-12P","76 BARROWS","Introduction to Social/Cultural Anthropology (Ameri...","","","","CURRENTLY FULL","ANTHROPOLOGY"
"197","02522","3AC","130 DIS","F 12-1P","76 BARROWS","Introduction to Social/Cultural Anthropology (Ameri...","","","","CURRENTLY FULL","ANTHROPOLOGY"
"198","02525","3AC","131 DIS","F 1-2P","76 BARROWS","Introduction to Social/Cultural Anthropology (Ameri...","","","","CURRENTLY FULL","ANTHROPOLOGY"
"199","02528","R5B","001 LEC","TuTh 330-5P","80 BARROWS","Reading and Composition in Anthropology","4","CHILCOTE, C","NONE","FR, SO & BY CATEGORY","ANTHROPOLOGY"
"200","02531","R5B","002 LEC","TuTh 330-5P","204 DWINELLE","Reading and Composition in Anthropology","4","D'ARCY, M J","NONE","FR, SO & BY CATEGORY; CURRENTLY FULL","ANTHROPOLOGY"
"201","02534","R5B","003 LEC","TuTh 330-5P","65 EVANS","Reading and Composition in Anthropology","4","VACCA, K","NONE","FR, SO & BY CATEGORY; CURRENTLY FULL","ANTHROPOLOGY"
"202","02537","R5B","004 LEC","MW 4-530P","47 EVANS","Reading and Composition in Anthropology","4","MAIDHOF, C E","NONE","FR, SO & BY CATEGORY","ANTHROPOLOGY"
"203","02540","84","001 SEM","Tu 10-11A","101 2251 COLLEGE","Sophomore Seminar","1","TBA","","","ANTHROPOLOGY"
"204","02542","84","002 SEM","W 10-11A","180 BARROWS","Sophomore Seminar","1","TBA","","CURRENTLY FULL","ANTHROPOLOGY"
"205","02561","98","008 GRP","","","Directed Group Study","1-4: PF","NADER, L","NONE","","ANTHROPOLOGY"
"206","02564","98","009 GRP","","","Directed Group Study","1-4: PF","KIRCH, P V","NONE","","ANTHROPOLOGY"
"207","02567","98","010 GRP","","","Directed Group Study","1-4: PF","HIRSCHKIND, C K","NONE","","ANTHROPOLOGY"
"208","02570","98","011 GRP","","","Directed Group Study","1-4: PF","RABINOW, P M","NONE","","ANTHROPOLOGY"
"209","02600","C103","001 LEC","MW 9-12P","1007 VALLEY LSB","Introduction to Human Osteology","6","WHITE, T D","4","CLASS ENTRY CODE REQ","ANTHROPOLOGY"
"210","02603","C103","101 LAB","","UNSCHED 1007 VALLEY LSB","Introduction to Human Osteology","","THE STAFF","","","ANTHROPOLOGY"
"211","02606","111","001 LEC","TuTh 11-1230P","159 MULFORD","Evolution of Human Behavior","4","DEACON, T W","13","","ANTHROPOLOGY"
"212","02612","114","001 LEC","TuTh 1230-2P","100 LEWIS","History of Anthropological Thought","4","JOYCE, R","15","BY CATEGORY","ANTHROPOLOGY"
"213","02615","114","102 DIS","M 10-11A","15 2224 PIEDMNT","History of Anthropological Thought","","","","","ANTHROPOLOGY"
"214","02618","114","103 DIS","M 11-12P","15 2224 PIEDMNT","History of Anthropological Thought","","","","","ANTHROPOLOGY"
"215","02621","114","106 DIS","Tu 10-11A","15 2224 PIEDMNT","History of Anthropological Thought","","","","","ANTHROPOLOGY"
"216","02624","114","107 DIS","Tu 11-12P","15 2224 PIEDMNT","History of Anthropological Thought","","","","","ANTHROPOLOGY"
"217","02627","114","108 DIS","Tu 2-3P","15 2224 PIEDMNT","History of Anthropological Thought","","","","CURRENTLY FULL","ANTHROPOLOGY"
"218","02633","114","111 DIS","W 10-11A","15 2224 PIEDMNT","History of Anthropological Thought","","","","","ANTHROPOLOGY"
"219","02636","114","112 DIS","W 11-12P","15 2224 PIEDMNT","History of Anthropological Thought","","","","","ANTHROPOLOGY"
"220","02639","114","113 DIS","Th 9-10A","15 2224 PIEDMNT","History of Anthropological Thought","","","","","ANTHROPOLOGY"
"221","02642","114","114 DIS","Th 10-11A","15 2224 PIEDMNT","History of Anthropological Thought","","","","","ANTHROPOLOGY"
"222","02648","115","001 LEC","TuTh 330-5P","9 LEWIS","Introduction to Medical Anthropology","4","THE STAFF","20","BY CATEGORY","ANTHROPOLOGY"
"223","02651","115","101 DIS","M 4-5P","15 2224 PIEDMNT","Introduction to Medical Anthropology","","","","CURRENTLY FULL","ANTHROPOLOGY"
"224","02654","115","102 DIS","Tu 12-1P","15 2224 PIEDMNT","Introduction to Medical Anthropology","","","","","ANTHROPOLOGY"
"225","02657","115","103 DIS","Tu 1-2P","15 2224 PIEDMNT","Introduction to Medical Anthropology","","","","","ANTHROPOLOGY"
"226","02660","115","104 DIS","W 3-4P","80 BARROWS","Introduction to Medical Anthropology","","","","","ANTHROPOLOGY"
"227","02668","126M","001 LEC","Tu 2-5P","61 BARROWS","Geoarchaeology","4","MAHER, L A","NONE","CLASS ENTRY CODE REQ","ANTHROPOLOGY"
"228","03437","126M","101 LAB","Th 2-5P","61 BARROWS","Geoarchaeology","","THE STAFF","","","ANTHROPOLOGY"
"229","02675","128M","101 DIS","Th 2-5P","61 BARROWS","Special Topics in Archaeology/Method","","THE STAFF","","","ANTHROPOLOGY"
"230","02678","134","001 LEC","M 9-12P","61 BARROWS","Analysis of the Archaeological Record","4","LIGHTFOOT, K G","4","CURRENTLY FULL","ANTHROPOLOGY"
"231","02681","134","101 DIS","W 9-12P","61 BARROWS","Analysis of the Archaeological Record","","THE STAFF","","CURRENTLY FULL","ANTHROPOLOGY"
"232","02684","137","001 LEC","TuTh 11-1230P","145 DWINELLE","Energy, Culture and Social Organization","4","NADER, L","13","BY CATEGORY","ANTHROPOLOGY"
"233","02687","138B","001 LEC","W 10-1P","12 2224 PIEDMNT","Field Production of Ethnographic Film","5","BRAUN, N","7","BY CATEGORY","ANTHROPOLOGY"
"234","02690","138B","101 DIS","F 10-1P","12 2224 PIEDMNT","Field Production of Ethnographic Film","","BRAUN, N","","","ANTHROPOLOGY"
"235","02693","149","001 LEC","TuTh 2-330P","2 LECONTE","Psychological Anthropology","4","PANDOLFO, S","NONE","BY CATEGORY","ANTHROPOLOGY"
"236","02696","149","101 DIS","M 10-11A","101 2251 COLLEGE","Psychological Anthropology","","","","","ANTHROPOLOGY"
"237","02699","149","102 DIS","M 11-12P","101 2251 COLLEGE","Psychological Anthropology","","","","","ANTHROPOLOGY"
"238","02702","149","103 DIS","W 9-10A","238 KROEBER","Psychological Anthropology","","","","","ANTHROPOLOGY"
"239","02708","162","001 LEC","TuTh 2-330P","101 2251 COLLEGE","Topics in Folklore","4","THE STAFF","2","BY CATEGORY","ANTHROPOLOGY"
"240","02711","170","001 LEC","MWF 11-12P","180 TAN","China","4","LIU, X","8","BY CATEGORY","ANTHROPOLOGY"
"241","02714","179","001 LEC","TuTh 11-1230P","105 NORTH GATE","Ethnography of the Maya","4","HANKS, W F","13","","ANTHROPOLOGY"
"242","02716","184","001 LEC","TuTh 2-330P","213 WHEELER","South Asia","4","COHEN, L","2","","ANTHROPOLOGY"
"243","02717","189","001 LEC","MW 4-530P","220 WHEELER","Special Topics in Social/Cultural Anthropology","4","HAYDEN, C P","17","CURRENTLY FULL","ANTHROPOLOGY"
"244","02719","189","002 LEC","TuTh 330-5P","156 DWINELLE","Special Topics in Social/Cultural Anthropology","4","MANTINI-BRIGGS, C","20","","ANTHROPOLOGY"
"245","02720","189A","001 LEC","TuTh 11-1230P","200 WHEELER","Special Topics in Cultural Anthropology/Area","4","ONG, A","13","BY CATEGORY","ANTHROPOLOGY"
"246","02780","H195A","020 TUT","","","Senior Honors","4: T1","MAHER, L A","NONE","","ANTHROPOLOGY"
"247","03753","11B","001 LEC","MW 9-10A","112 WURSTER","Introduction to Design","5","ATWOOD, W A","NONE","UG & BY CATEGORY","ANTHROPOLOGY"
"248","03756","11B","101 STD","MW 10-1P","501 WURSTER","Introduction to Design","","BATES, S","","","ANTHROPOLOGY"
"249","03768","11B","201 LAB","F 9-12P","501 WURSTER","Introduction to Design","","HAIR, E","","","ANTHROPOLOGY"
"250","03774","24","001 SEM","Tu 1-3P","270 WURSTER","Freshman Seminars","1: PF","TBA","","FR ; CURRENTLY FULL","ANTHROPOLOGY"
"251","03786","98BC","001 SEM","Th 6-7P","104 WURSTER","Berkeley Connect","1: PF","","NONE","CURRENTLY FULL","ANTHROPOLOGY"
"252","03789","98BC","002 SEM","Th 6-7P","172 WURSTER","Berkeley Connect","1: PF","","NONE","","ANTHROPOLOGY"
"253","03792","100B","001 LEC","MW 2-3P","112 WURSTER","Fundamentals of Architectural Design","6","CREEDON, G T","NONE","ARCHITECTURE & BY CATEGORY","ANTHROPOLOGY"
"254","03795","100B","101 STD","MW 3-6P","601 WURSTER","Fundamentals of Architectural Design","","CREEDON, G T","","","ANTHROPOLOGY"
"255","03822","100B","201 LAB","F 12-2P","172 WURSTER","Fundamentals of Architectural Design","","OSTRO, S","","CURRENTLY FULL","ANTHROPOLOGY"
"256","03825","100B","202 LAB","F 10-12P","172 WURSTER","Fundamentals of Architectural Design","","OSTRO, S","","","ANTHROPOLOGY"
"257","03828","100B","203 LAB","F 10-12P","901A WURSTER","Fundamentals of Architectural Design","","SPATZIER, A G","","","ANTHROPOLOGY"
"258","03831","100B","204 LAB","F 12-2P","901A WURSTER","Fundamentals of Architectural Design","","SPATZIER, A G","","","ANTHROPOLOGY"
"259","03852","100D","001 STD","MW 2-6P","701 WURSTER","Architectural Design IV","5","THE STAFF","NONE","ARCHITECTURE & BY CATEGORY","ANTHROPOLOGY"
"260","03867","102B","001 SEM","MW 2-6P","701 WURSTER","Architecture Capstone Project","5","CRAWFORD, M L","NONE","","ANTHROPOLOGY"
"261","SEE","139","001 LEC","Tu 12-3P","491 WURSTER","Special Topics in Architectural Design Theory and C... 1-4","","CRYSLER, C G","15","UG","ANTHROPOLOGY"
"262","03872","139","002 LEC","M 9-12P","270 WURSTER","Special Topics in Architectural Design Theory and C... 4","","CENZATTI, M","4","UG","ANTHROPOLOGY"
"263","04215","139","003 LEC","Th 5-8P","270 WURSTER","Special Topics in Architectural Design Theory and C... 3","","CHOKSOMBATCHAI, R","18","UG","ANTHROPOLOGY"
"264","03873","140","001 LEC","TuTh 11-1230P","10 EVANS","Energy and Environment","4","BRAGER, G S","13","BY CATEGORY","ANTHROPOLOGY"
"265","03879","140","102 DIS","Th 330-630P","370 WURSTER","Energy and Environment","","","","CURRENTLY FULL","ANTHROPOLOGY"
"266","03882","140","103 DIS","Th 1230-330P","170 WURSTER","Energy and Environment","","","","CURRENTLY FULL","ANTHROPOLOGY"
"267","03885","140","104 DIS","F 9-12P","104 WURSTER","Energy and Environment","","","","","ANTHROPOLOGY"
"268","03888","140","105 DIS","F 2-5P","104 WURSTER","Energy and Environment","","","","CURRENTLY FULL","ANTHROPOLOGY"
"269","03896","159","001 LEC","Tu 930-11A","210 JACOBS","Special Topics in Building Structures","1","BLACK, R","10","","ANTHROPOLOGY"
"270","","159","002 LEC","Th 930-1230P","210 JACOBS","Special Topics in Building Structures","2","BLACK, R","10","CLASS ENTRY CODE REQ","ANTHROPOLOGY"
"271","03897","160","001 LEC","TuTh 2-330P","112 WURSTER","Introduction to Construction","4","BUNTROCK, D L","2","ENV DSGN & BY CATEGORY","ANTHROPOLOGY"
"272","03900","160","101 LAB","F 9-12P","601A WURSTER","Introduction to Construction","","","","CURRENTLY FULL","ANTHROPOLOGY"
"273","03903","160","102 LAB","F 9-12P","701A WURSTER","Introduction to Construction","","","","CURRENTLY FULL","ANTHROPOLOGY"
"274","03906","160","104 LAB","F 2-5P","901A WURSTER","Introduction to Construction","","","","","ANTHROPOLOGY"
"275","03909","160","105 LAB","F 2-5P","801A WURSTER","Introduction to Construction","","","","","ANTHROPOLOGY"
"276","03912","160","106 LAB","F 2-5P","701A WURSTER","Introduction to Construction","","","","CURRENTLY FULL","ANTHROPOLOGY"
"277","03915","169","001 LEC","F 9-12P","270 WURSTER","Special Topics in Construction Materials","3","DOWNEY, C V","4","","ANTHROPOLOGY"
"278","03924","170B","001 LEC","TuTh 330-5P","245 LI KA SHING","An Historical Survey of Architecture and Urbanism","4","CRAWFORD, M L","20","BY CATEGORY","ANTHROPOLOGY"
"279","03927","170B","101 DIS","Tu 1-2P","170 WURSTER","An Historical Survey of Architecture and Urbanism","","","","CURRENTLY FULL","ANTHROPOLOGY"
"280","03930","170B","102 DIS","Tu 2-3P","170 WURSTER","An Historical Survey of Architecture and Urbanism","","","","","ANTHROPOLOGY"
"281","03933","170B","103 DIS","W 9-10A","170 WURSTER","An Historical Survey of Architecture and Urbanism","","","","","ANTHROPOLOGY"
"282","03936","170B","104 DIS","W 10-11P","170 WURSTER","An Historical Survey of Architecture and Urbanism","","","","","ANTHROPOLOGY"
"283","03939","170B","105 DIS","Th 11-12P","172 WURSTER","An Historical Survey of Architecture and Urbanism","","","","","ANTHROPOLOGY"
"284","03942","170B","106 DIS","Th 12-1P","172 WURSTER","An Historical Survey of Architecture and Urbanism","","","","CURRENTLY FULL","ANTHROPOLOGY"
"285","03945","179","001 LEC","Th 2-5P","270 WURSTER","Special Topics in the History of Architecture","4","SHANKEN, A","2","UG ; CURRENTLY FULL","ANTHROPOLOGY"
"286","03948","198","001 GRP","","","Special Group Study","1-4: PF","","NONE","JR, SR","ANTHROPOLOGY"
"287","03957","198","005 GRP","","","Special Group Study","1-4: PF","","NONE","JR, SR ; CLASS ENTRY CODE REQ","ANTHROPOLOGY"
"288","03972","198BC","001 SEM","Th 7-8P","104 WURSTER","Berkeley Connect","1: PF","","NONE","JR, SR","ANTHROPOLOGY"
"289","03975","198BC","002 SEM","Th 7-8P","172 WURSTER","Berkeley Connect","1: PF","","NONE","JR, SR","ANTHROPOLOGY"
"290","03978","199","001 IND","","UNSCHED NOFACILITY","Supervised Independent Study and Research","1-4: PF","","NONE","JR, SR ; CLASS ENTRY CODE REQ","ANTHROPOLOGY"
"291","04253","185X","001 LEC","Th 6-9P","170 WURSTER","Selected Topics: Word and Image","1-4","DUBOVSKY, A O","NONE","CLASS ENTRY CODE REQ","VISUAL STUDIES"
"292","04256","187A","001 STD","M 7-10P","489 WURSTER","Selected Topics: Drawing: Freehand Drawing","1-4","BOURDIER, J P","NONE","CLASS ENTRY CODE REQ","VISUAL STUDIES"
"293","04403","8","001 LEC","M 12-1P","60 EVANS","Introduction to Visual Thinking","4","MCNAMARA, J S","11","UG & L & S & BY CATEGORY","PRACTICE OF ART"
"294","04406","8","101 STD","MWF 9-12P","395 KROEBER","Introduction to Visual Thinking","","","","","PRACTICE OF ART"
"295","04409","8","102 STD","MWF 1-4P","365 KROEBER","Introduction to Visual Thinking","","","","CURRENTLY FULL","PRACTICE OF ART"
"296","04412","8","103 STD","MWF 9-12P","365 KROEBER","Introduction to Visual Thinking","","KHOURY, S","","","PRACTICE OF ART"
"297","04415","12","001 LEC","TuThSA 1-4P","355 KROEBER","The Language of Drawing","4","MIKI, M","NONE","BY CATEGORY","PRACTICE OF ART"
"298","04418","13","001 LEC","MWF 4-7P","385 KROEBER","Language of Painting","4","MCNAMARA, J S","17","BY CATEGORY","PRACTICE OF ART"
"299","04421","13","002 LEC","TuTh 9-12P","375 KROEBER","Language of Painting","4","NAGASAWA, C K","10","BY CATEGORY","PRACTICE OF ART"
"300","04424","14","001 LEC","TuThSA 9-12P","165 KROEBER","The Language of Sculpture","4","","NONE","BY CATEGORY","PRACTICE OF ART"
"301","04427","15","001 LEC","MWF 1-4P","171 WURSTER","The Language of Sculpture: Ceramics","4","","NONE","BY CATEGORY; CURRENTLY FULL","PRACTICE OF ART"
"302","04430","W23AC","001 WBL","","UNSCHED INTERNET","Data Arts","4","NIEMEYER, G","NONE","BY CATEGORY","PRACTICE OF ART"
"303","04433","W23AC","101 WBD","TuTh 9-10A","INTERNET","Data Arts","","NIEMEYER, G","","","PRACTICE OF ART"
"304","04436","W23AC","102 WBD","TuTh 10-11A","INTERNET","Data Arts","","NIEMEYER, G","","CURRENTLY FULL","PRACTICE OF ART"
"305","04439","W23AC","103 WBD","TuTh 11-12P","INTERNET","Data Arts","","NIEMEYER, G","","","PRACTICE OF ART"
"306","04442","98","002 GRP","M 6-8P","89 DWINELLE","Directed Group Study","1-3: PF","","NONE","CLASS ENTRY CODE REQ","PRACTICE OF ART"
"307","04445","98","003 GRP","F 5-7P","106 DWINELLE","Directed Group Study","1-3: PF","","NONE","CLASS ENTRY CODE REQ","PRACTICE OF ART"
"308","04448","98","005 GRP","M 630-8P","B56 HILDEBRAND","Directed Group Study","1-3: PF","","NONE","CLASS ENTRY CODE REQ","PRACTICE OF ART"
"309","04451","98","006 GRP","M 7-9P","83 DWINELLE","Directed Group Study","1-3: PF","","NONE","CLASS ENTRY CODE REQ","PRACTICE OF ART"
"310","04457","98","008 GRP","","","Directed Group Study","1-3: PF","","NONE","CLASS ENTRY CODE REQ","PRACTICE OF ART"
"311","04460","98","010 GRP","","","Directed Group Study","1-3: PF","","NONE","BY CATEGORY","PRACTICE OF ART"
"312","04463","98","011 GRP","","","Directed Group Study","1-3: PF","","NONE","CLASS ENTRY CODE REQ","PRACTICE OF ART"
"313","04466","98","012 GRP","","","Directed Group Study","1-3: PF","","NONE","BY CATEGORY","PRACTICE OF ART"
"314","SEE","99","1-8 IND","","TBA","Supervised Independent Study","1-2","","NONE","CLASS ENTRY CODE REQ","PRACTICE OF ART"
"315","04493","100","001 STD","TuTh 2-5P","395 KROEBER","Collaborative Innovation","4","SYJUCO, S","NONE","BY CATEGORY","PRACTICE OF ART"
"316","04496","100","002 STD","TuTh 2-5P","178 WURSTER","Collaborative Innovation","4","EICHER, A J","NONE","BY CATEGORY","PRACTICE OF ART"
"317","04499","102","001 LEC","TuThSA 1-4P","375 KROEBER","Approaches to Painting","4","NAGASAWA, C K","NONE","UG & ART & BY CATEGORY","PRACTICE OF ART"
"318","04502","102","002 LEC","MWF 9-12P","385 KROEBER","Approaches to Painting","4","PITT, J S","NONE","UG & ART & BY CATEGORY","PRACTICE OF ART"
"319","04505","117","001 LEC","MWF 4-7P","355 KROEBER","Research, Methods and Materials of Drawing","4","GAMEZ, A","NONE","ART & BY CATEGORY","PRACTICE OF ART"
"320","04508","118","001 LEC","MWF 1-4P","355 KROEBER","Contemporary Perspectives of Figure Drawing","4","MORRE, I M","NONE","UG & ART & BY CATEGORY","PRACTICE OF ART"
"321","04511","119","001 LEC","Th 6-9P","115 KROEBER","Global Perspectives in Contemporary Art","4","EICHER, A J","18","ART & BY CATEGORY","PRACTICE OF ART"
"322","04514","120","001 LEC","MWF 9-12P","255 KROEBER","Approaches to Printmaking: Intaglio","4","HUSSONG, R M","NONE","ART & BY CATEGORY","PRACTICE OF ART"
"323","04517","123","001 LEC","MWF 1-4P","255 KROEBER","The Language of Printmaking-Screenprinting","4","HUSSONG, R M","NONE","UG & ART & BY CATEGORY","PRACTICE OF ART"
"324","04520","130","001 LEC","TuThSA 1-4P","165 KROEBER","Approaches to Sculpture: Concept and Construction","4","REIMAN, B L","NONE","ART & BY CATEGORY; CURRENTLY FULL","PRACTICE OF ART"
"325","04525","137","001 LEC","MWF 9-12P","171 WURSTER","Advanced Projects in Ceramic Sculpture","4","","NONE","ART & BY CATEGORY","PRACTICE OF ART"
"326","04526","160","001 LEC","MWF 9-12P","285 KROEBER","Special Topics in Visual Studies","4","SERAJ, A","4","ART & BY CATEGORY","PRACTICE OF ART"
"327","04529","165","001 LEC","MW 1-4P","120 KROEBER","Art, Medicine, and Disabilities","4","SHERWOOD, K D","5","ART & BY CATEGORY","PRACTICE OF ART"
